"xxmissio";"XX Mission";1986;;;"raster";"vertical";192;512;60;2;"joy8way";2;"good";"good";"good"
"dynadice";"Dynamic Dice";;;;"raster";"vertical";200;272;60;1;;2;"good";"good";"good"
"equitess";"Equites (Sega)";1984;"equites";"equites";"raster";"vertical";208;256;60;2;"joy8way";3;"imperfect";"good";"imperfect"
"phoenixa";"Phoenix (Centuri, set 1)";1980;"phoenix";"phoenix";"raster";"vertical";208;256;61.035156;2;"joy2way";2;"good";"good";"good"
"phoenix3";"Phoenix (T.P.N.)";1980;"phoenix";"phoenix";"raster";"vertical";208;256;61.035156;2;"joy2way";2;"good";"good";"good"
"safarir";"Safari Rally (Japan)";1979;;;"raster";"vertical";208;256;60;1;"joy2way";1;"imperfect";"good";"imperfect"
"gekisou";"Gekisou (Japan)";1985;;;"raster";"vertical";208;256;60;2;"joy8way";3;"imperfect";"good";"imperfect"
"survival";"Survival";1982;;;"raster";"vertical";208;256;61.035156;2;"joy8way";1;"imperfect";"imperfect";"good"
"phoenixt";"Phoenix (Taito)";1980;"phoenix";"phoenix";"raster";"vertical";208;256;61.035156;2;"joy2way";2;"good";"good";"good"
"phoenixc";"Phoenix (IRECSA, G.G.I Corp)";1981;"phoenix";"phoenix";"raster";"vertical";208;256;61.035156;2;"joy2way";2;"good";"good";"good"
"bullfgtr";"Bull Fighter";1984;;;"raster";"vertical";208;256;60;2;"joy8way";3;"imperfect";"good";"imperfect"
"phoenixb";"Phoenix (Centuri, set 2)";1980;"phoenix";"phoenix";"raster";"vertical";208;256;61.035156;2;"joy2way";2;"good";"good";"good"
"falconz";"Falcon (bootleg of Phoenix) (Z80 CPU)";1980;"phoenix";"phoenix";"raster";"vertical";208;256;61.035156;2;"joy2way";2;"good";"good";"good"
"vautour";"Vautour (bootleg of Phoenix) (8085A CPU)";1980;"phoenix";"phoenix";"raster";"vertical";208;256;61.035156;2;"joy2way";2;"good";"good";"good"
"fenix";"Fenix (bootleg of Phoenix)";1980;"phoenix";"phoenix";"raster";"vertical";208;256;61.035156;2;"joy2way";2;"preliminary";"good";"good"
"falcon";"Falcon (bootleg of Phoenix) (8085A CPU)";1980;"phoenix";"phoenix";"raster";"vertical";208;256;61.035156;2;"joy2way";2;"good";"good";"good"
"condor";"Condor (bootleg of Phoenix)";1981;"phoenix";"phoenix";"raster";"vertical";208;256;61.035156;2;"joy2way";2;"good";"good";"good"
"phoenix";"Phoenix (Amstar)";1980;;;"raster";"vertical";208;256;61.035156;2;"joy2way";2;"good";"good";"good"
"pleiadce";"Pleiads (Centuri)";1981;"pleiads";"pleiads";"raster";"vertical";208;256;61.035156;2;"joy2way";2;"imperfect";"imperfect";"good"
"vautourz";"Vautour (bootleg of Phoenix) (Z80 CPU)";1980;"phoenix";"phoenix";"raster";"vertical";208;256;61.035156;2;"joy2way";2;"good";"good";"good"
"griffon";"Griffon (bootleg of Phoenix)";1980;"phoenix";"phoenix";"raster";"vertical";208;256;61.035156;2;"joy2way";2;"good";"good";"good"
"nextfase";"Next Fase (bootleg of Phoenix)";1981;"phoenix";"phoenix";"raster";"vertical";208;256;61.035156;2;"joy2way";2;"good";"good";"good"
"pleiads";"Pleiads (Tehkan)";1981;;;"raster";"vertical";208;256;61.035156;2;"joy2way";1;"imperfect";"imperfect";"good"
"equites";"Equites";1984;;;"raster";"vertical";208;256;60;2;"joy8way";3;"imperfect";"good";"imperfect"
"pleiadbl";"Pleiads (bootleg)";1981;"pleiads";"pleiads";"raster";"vertical";208;256;61.035156;2;"joy2way";2;"imperfect";"imperfect";"good"
"capitol";"Capitol";1981;"pleiads";"pleiads";"raster";"vertical";208;256;61.035156;2;"joy2way";1;"imperfect";"imperfect";"good"
"bullfgtrs";"Bull Fighter (Sega)";1984;"bullfgtr";"bullfgtr";"raster";"vertical";208;256;60;2;"joy8way";3;"imperfect";"good";"imperfect"
"phoenixj";"Phoenix (Taito Japan Ver.)";1980;"phoenix";"phoenix";"raster";"vertical";208;256;61.035156;2;"joy2way";2;"good";"good";"good"
"taxidrvr";"Taxi Driver";1984;;;"raster";"vertical";208;256;60;2;"joy4way";2;"imperfect";"good";"good"
"pachifev";"Pachifever";1983;;;"raster";"vertical";210;280;59.922747;1;;1;"imperfect";"good";"imperfect"
"re900";"Ruleta RE-900";1993;;;"raster";"vertical";210;280;60;1;;8;"good";"good";"good"
"beaminva";"Beam Invader (set 2)";1979;"beaminv";"beaminv";"raster";"vertical";216;248;60;2;"paddle";1;"preliminary";"good";"preliminary"
"beaminv";"Beam Invader (set 1)";1979;;;"raster";"vertical";216;248;60;2;"paddle";1;"preliminary";"good";"preliminary"
"ladyfrog";"Lady Frog";1990;;;"raster";"vertical";216;256;60;1;"joy4way";1;"good";"good";"good"
"toucheme";"Touche Me";;;;"raster";"vertical";216;256;60;1;"joy4way";1;"good";"good";"good"
"hal21j";"HAL21 (Japan)";1985;"hal21";"hal21";"raster";"vertical";216;288;60;2;"joy8way";2;"good";"good";"good"
"ikari";"Ikari Warriors (US JAMMA)";1986;;;"raster";"vertical";216;288;60;2;"joy8way";2;"good";"good";"good"
"alphamis";"Alpha Mission";1985;"aso";"aso";"raster";"vertical";216;288;60;2;"joy8way";3;"good";"good";"good"
"hal21";"HAL21";1985;;;"raster";"vertical";216;288;60;2;"joy8way";2;"good";"good";"good"
"tnk3j";"T.A.N.K (Japan)";1985;"tnk3";"tnk3";"raster";"vertical";216;288;60;2;"joy8way";2;"good";"good";"good"
"dogosoke";"Dogou Souken";1986;"victroad";"victroad";"raster";"vertical";216;288;60;2;"joy8way";2;"good";"good";"good"
"ikarijp";"Ikari (Japan No Continues)";1986;"ikari";"ikari";"raster";"vertical";216;288;60;2;"joy8way";2;"good";"good";"good"
"ikarijpb";"Ikari (Joystick hack bootleg)";1986;"ikari";"ikari";"raster";"vertical";216;288;60;2;"joy8way";2;"good";"good";"good"
"victroad";"Victory Road";1986;;;"raster";"vertical";216;288;60;2;"joy8way";2;"good";"good";"good"
"dogosokb";"Dogou Souken (Joystick hack bootleg)";1986;"victroad";"victroad";"raster";"vertical";216;288;60;2;"joy8way";2;"good";"good";"good"
"marvins";"Marvin's Maze";1983;;;"raster";"vertical";216;288;60;2;"joy8way";1;"good";"good";"good"
"vangrd2";"Vanguard II";1984;;;"raster";"vertical";216;288;60;2;"joy8way";2;"good";"good";"good"
"jcross";"Jumping Cross";1984;;;"raster";"vertical";216;288;60;2;"joy8way";2;"good";"good";"good"
"ikaria";"Ikari Warriors (US)";1986;"ikari";"ikari";"raster";"vertical";216;288;60;2;"joy8way";2;"good";"good";"good"
"ikarinc";"Ikari Warriors (US No Continues)";1986;"ikari";"ikari";"raster";"vertical";216;288;60;2;"joy8way";2;"good";"good";"good"
"tnk3";"T.N.K III (US)";1985;;;"raster";"vertical";216;288;60;2;"joy8way";2;"good";"good";"good"
"aso";"ASO - Armored Scrum Object";1985;;;"raster";"vertical";216;288;60;2;"joy8way";3;"good";"good";"good"
"arian";"Arian Mission";1985;"aso";"aso";"raster";"vertical";216;288;60;2;"joy8way";3;"good";"good";"good"
"fastdraw";"Fast Draw Showdown v1.3";1995;;"alg_bios";"raster";"vertical";216;671;59.997;2;"lightgun";2;"preliminary";"good";"preliminary"
"combh";"Combat Hawk";1987;;;"raster";"vertical";224;224;60;2;"vjoy2way";3;"good";"good";"good"
"rollace2";"Roller Aces (set 2)";1983;"fightrol";"fightrol";"raster";"vertical";224;232;60;2;"joy8way";2;"imperfect";"good";"imperfect"
"funkybeeb";"Funky Bee (bootleg, harder)";1982;"funkybee";"funkybee";"raster";"vertical";224;236;60;2;"joy8way";1;"good";"good";"good"
"skylancr";"Sky Lancer";1983;;;"raster";"vertical";224;236;60;2;"joy8way";1;"good";"good";"good"
"funkybee";"Funky Bee";1982;;;"raster";"vertical";224;236;60;2;"joy8way";1;"good";"good";"good"
"skylancre";"Sky Lancer (Esco Trading Co license)";1983;"skylancr";"skylancr";"raster";"vertical";224;236;60;2;"joy8way";1;"good";"good";"good"
"ninjemak";"Ninja Emaki (US)";1986;;;"raster";"vertical";224;240;60;2;"joy8way";3;"good";"good";"good"
"crazyblk";"Crazy Blocks";1983;"mrjong";"mrjong";"raster";"vertical";224;240;60;2;"joy4way";1;"good";"good";"good"
"noahsark";"Noah's Ark";1983;;;"raster";"vertical";224;240;60;1;"joy8way";1;"imperfect";"good";"good"
"jackal";"Jackal (World)";1986;;;"raster";"vertical";224;240;60;2;"joy8way";2;"good";"good";"good"
"fightrol";"Fighting Roller";1983;;;"raster";"vertical";224;240;60;2;"joy8way";2;"imperfect";"good";"imperfect"
"skychut";"Sky Chuter";1980;;;"raster";"vertical";224;240;61.783314;2;"joy2way";1;"preliminary";"imperfect";"preliminary"
"rollace";"Roller Aces (set 1)";1983;"fightrol";"fightrol";"raster";"vertical";224;240;60;2;"joy8way";2;"imperfect";"good";"imperfect"
"youmab";"Youma Ninpou Chou (Game Electronics bootleg, set 1)";1986;"ninjemak";"ninjemak";"raster";"vertical";224;240;60;2;"joy8way";3;"preliminary";"good";"good"
"loverboy";"Lover Boy";1983;;;"raster";"vertical";224;240;60;2;"joy8way";1;"good";"good";"good"
"ipminvad";"I P M Invader";1979;;;"raster";"vertical";224;240;61.783314;2;"joy2way";1;"imperfect";"imperfect";"imperfect"
"joinem";"Joinem";1986;;;"raster";"vertical";224;240;60;2;"joy8way";;"good";"good";"good"
"ipminvad1";"I P M Invader (Incomplete Dump)";1979;"ipminvad";"ipminvad";"raster";"vertical";224;240;61.783314;2;"joy2way";1;"preliminary";"good";"imperfect"
"youmab2";"Youma Ninpou Chou (Game Electronics bootleg, set 2)";1986;"ninjemak";"ninjemak";"raster";"vertical";224;240;60;2;"joy8way";3;"preliminary";"good";"good"
"blkbustr";"BlockBuster";1983;"mrjong";"mrjong";"raster";"vertical";224;240;60;2;"joy4way";1;"good";"good";"good"
"wmatch";"Water Match (315-5064)";1984;;;"raster";"vertical";224;240;60.096154;2;"doublejoy8way";1;"good";"good";"good"
"mrjong";"Mr. Jong (Japan)";1983;;;"raster";"vertical";224;240;60;2;"joy4way";1;"good";"good";"good"
"mrvikingj";"Mister Viking (315-5041, Japan)";1984;"mrviking";"mrviking";"raster";"vertical";224;240;60.096154;2;"joy8way";2;"good";"good";"good"
"youma";"Youma Ninpou Chou (Japan)";1986;"ninjemak";"ninjemak";"raster";"vertical";224;240;60;2;"joy8way";3;"good";"good";"good"
"sbowling";"Strike Bowling";1982;;;"raster";"vertical";224;240;60;1;"trackball";1;"imperfect";"good";"imperfect"
"starjacks";"Star Jacker (Stern)";1983;"starjack";"starjack";"raster";"vertical";224;240;60.096154;2;"joy8way";2;"good";"good";"good"
"starjack";"Star Jacker (Sega)";1983;;;"raster";"vertical";224;240;60.096154;2;"joy8way";2;"good";"good";"good"
"tugboat";"Tugboat";1982;;;"raster";"vertical";224;240;60;1;"joy2way";1;"imperfect";"good";"good"
"andromed";"Andromeda (Japan?)";1979;;;"raster";"vertical";224;240;61.783314;2;"joy2way";1;"preliminary";"imperfect";"preliminary"
"mrviking";"Mister Viking (315-5041)";1984;;;"raster";"vertical";224;240;60.096154;2;"joy8way";2;"good";"good";"good"
"topgunbl";"Top Gunner (bootleg)";1986;"jackal";"jackal";"raster";"vertical";224;240;60;2;"joy8way";2;"good";"good";"good"
"jackalj";"Tokushu Butai Jackal (Japan)";1986;"jackal";"jackal";"raster";"vertical";224;240;60;2;"joy8way";2;"good";"good";"good"
"topgunr";"Top Gunner (US)";1986;"jackal";"jackal";"raster";"vertical";224;240;60;2;"joy8way";2;"good";"good";"good"
"vandykejal";"Vandyke (Jaleco, Set 1)";1990;"vandyke";"vandyke";"raster";"vertical";224;256;56;2;"joy8way";2;"imperfect";"good";"imperfect"
"sbaskete";"Super Basketball (version E, encrypted)";1984;"sbasketb";"sbasketb";"raster";"vertical";224;256;60;2;"joy8way";3;"good";"good";"good"
"valtric";"Valtric";1986;;;"raster";"vertical";224;256;54;2;"joy8way";2;"imperfect";"good";"good"
"vanguardc";"Vanguard (Centuri)";1981;"vanguard";"vanguard";"raster";"vertical";224;256;61;2;"joy8way";4;"imperfect";"good";"imperfect"
"sbrkout3";"Super Breakout (rev 03)";1978;"sbrkout";"sbrkout";"raster";"vertical";224;256;60.114504;1;"paddle";1;"good";"good";"good"
"sbasketg";"Super Basketball (version G, encrypted)";1984;"sbasketb";"sbasketb";"raster";"vertical";224;256;60;2;"joy8way";3;"good";"good";"good"
"starforce";"Star Force (encrypted)";1984;"starforc";"starforc";"raster";"vertical";224;256;60;2;"joy8way";1;"good";"good";"good"
"vanvan";"Van-Van Car";1983;;;"raster";"vertical";224;256;60.606061;2;"joy4way";1;"good";"good";"good"
"sbagman";"Super Bagman";1984;;;"raster";"vertical";224;256;60;2;"joy8way";2;"good";"good";"good"
"vandyke";"Vandyke (Japan)";1990;;;"raster";"vertical";224;256;56;2;"joy8way";2;"imperfect";"good";"imperfect"
"vstars";"Video Stars";1982;;;"raster";"vertical";224;256;60.606061;2;"joy8way";2;"preliminary";"good";"good"
"vanguard";"Vanguard (SNK)";1981;;;"raster";"vertical";224;256;61;2;"joy8way";4;"imperfect";"good";"imperfect"
"vandykejal2";"Vandyke (Jaleco, Set 2)";1990;"vandyke";"vandyke";"raster";"vertical";224;256;56;2;"joy8way";2;"imperfect";"good";"imperfect"
"terracre";"Terra Cresta (YM3526 set 1)";1985;;;"raster";"vertical";224;256;60;2;"joy8way";2;"good";"good";"good"
"vanguardj";"Vanguard (Japan)";1981;"vanguard";"vanguard";"raster";"vertical";224;256;61;2;"joy8way";4;"imperfect";"good";"imperfect"
"zzyzzyxx";"Zzyzzyxx (set 1)";1982;;;"raster";"vertical";224;256;60;2;"vjoy2way";1;"good";"good";"good"
"carjmbre";"Car Jamboree";1983;;;"raster";"vertical";224;256;60;2;"joy4way";1;"imperfect";"imperfect";"good"
"vanvank";"Van-Van Car (Karateco)";1983;"vanvan";"vanvan";"raster";"vertical";224;256;60.606061;2;"joy4way";1;"good";"good";"good"
"sub";"Submarine";1985;;;"raster";"vertical";224;256;60;2;"joy8way";2;"good";"good";"good"
"tokiob";"Tokio / Scramble Formation (bootleg)";1986;"tokio";"tokio";"raster";"vertical";224;256;59.185606;2;"joy8way";2;"good";"good";"good"
"vandykeb";"Vandyke (bootleg with PIC16c57)";1990;"vandyke";"vandyke";"raster";"vertical";224;256;56;2;"joy8way";2;"preliminary";"good";"preliminary"
"1942a";"1942 (Revision A)";1984;1942;1942;"raster";"vertical";224;256;60;2;"joy8way";2;"good";"good";"good"
"arkgcbl";"Arkanoid (bootleg on Block hardware, set 1)";1986;"arkanoid";"arkanoid";"raster";"vertical";224;256;60;2;"dial";1;"good";"good";"good"
"arkanoid";"Arkanoid (World)";1986;;;"raster";"vertical";224;256;60;2;"dial";1;"good";"good";"good"
"boobhack";"Booby Kids (Italian manufactured graphic hack / bootleg of Kid no Hore Hore Daisakusen (bootleg))";1987;"horekid";"horekid";"raster";"vertical";224;256;60;2;"joy8way";3;"good";"good";"good"
"brdrline";"Borderline";1981;;;"raster";"vertical";224;256;60;2;"joy4way";1;"preliminary";"good";"preliminary"
"arkanoiduo";"Arkanoid (US, older)";1986;"arkanoid";"arkanoid";"raster";"vertical";224;256;60;2;"dial";1;"good";"good";"good"
"cannonb";"Cannon Ball (bootleg on Crazy Kong hardware) (set 1, buggy)";1985;"cannonbp";"cannonbp";"raster";"vertical";224;256;60;2;"joy4way";1;"imperfect";"good";"good"
"bongo";"Bongo";1983;;;"raster";"vertical";224;256;60.606061;2;"joy8way";;"good";"good";"good"
"buggychl";"Buggy Challenge";1984;;;"raster";"vertical";224;256;60;1;"dial";2;"imperfect";"good";"imperfect"
"arknoid2u";"Arkanoid - Revenge of DOH (US)";1987;"arknoid2";"arknoid2";"raster";"vertical";224;256;60;2;"dial";1;"good";"good";"good"
"billiard";"The Billiards (Video Hustler bootleg)";1981;"hustler";"hustler";"raster";"vertical";224;256;60.606061;2;"joy8way";1;"good";"good";"good"
"karatevs";"Taisen Karate Dou (Japan VS version)";1984;"kchamp";"kchamp";"raster";"vertical";224;256;59.1;2;"doublejoy4way";;"good";"good";"good"
"arkanoidu";"Arkanoid (US)";1986;"arkanoid";"arkanoid";"raster";"vertical";224;256;60;2;"dial";1;"good";"good";"good"
"arkgcbla";"Arkanoid (bootleg on Block hardware, set 2)";1986;"arkanoid";"arkanoid";"raster";"vertical";224;256;60;2;"dial";1;"good";"good";"good"
"arknoid2j";"Arkanoid - Revenge of DOH (Japan)";1987;"arknoid2";"arknoid2";"raster";"vertical";224;256;60;2;"dial";1;"good";"good";"good"
"tharrier";"Task Force Harrier";1989;;;"raster";"vertical";224;256;56;2;"joy8way";3;"good";"good";"good"
"talbot";"Talbot";1982;;;"raster";"vertical";224;256;60;2;"joy8way";2;"good";"good";"good"
"bking";"Birdie King";1982;;;"raster";"vertical";224;256;60;2;"trackball";;"good";"good";"good"
"bking2";"Birdie King 2";1983;;;"raster";"vertical";224;256;60;2;"trackball";;"good";"good";"good"
"tazmani2";"Tazz-Mania (set 2)";1982;"tazmania";"tazmania";"raster";"vertical";224;256;60.606061;2;"joy8way";2;"good";"good";"good"
"ad2083";"A. D. 2083";1983;;;"raster";"vertical";224;256;60.606061;1;"joy8way";1;"imperfect";"good";"imperfect"
"szaxxon";"Super Zaxxon (315-5013)";1982;;;"raster";"vertical";224;256;59.999408;2;"joy8way";1;"imperfect";"good";"imperfect"
"tazzmang";"Tazz-Mania (bootleg on Galaxian hardware)";1982;"tazmania";"tazmania";"raster";"vertical";224;256;60.606061;2;"joy8way";1;"good";"good";"good"
"tankbatt";"Tank Battalion";1980;;;"raster";"vertical";224;256;60;2;"joy4way";1;"imperfect";"good";"imperfect"
"tharrierj";"Task Force Harrier (Japan)";1989;"tharrier";"tharrier";"raster";"vertical";224;256;56;2;"joy8way";3;"good";"good";"good"
"twinbee";"TwinBee";1985;;;"raster";"vertical";224;256;60.606061;2;"joy8way";2;"good";"good";"good"
"ark1ball";"Arkanoid (bootleg with MCU, harder)";1986;"arkanoid";"arkanoid";"raster";"vertical";224;256;60;2;"dial";1;"good";"good";"good"
"wanted";"Wanted";1984;;;"raster";"vertical";224;256;60;2;"joy8way";1;"good";"good";"good"
"bioatack";"Bio Attack";1983;;;"raster";"vertical";224;256;60;2;"joy8way";1;"good";"good";"good"
"bking3";"Birdie King 3";1984;;;"raster";"vertical";224;256;60;2;"trackball";;"good";"good";"good"
"buggychlt";"Buggy Challenge (Tecfri)";1984;"buggychl";"buggychl";"raster";"vertical";224;256;60;1;"dial";2;"imperfect";"good";"imperfect"
"hustlerb";"Video Hustler (bootleg)";1981;"hustler";"hustler";"raster";"vertical";224;256;60.606061;2;"joy8way";1;"preliminary";"good";"good"
"zzyzzyxx2";"Zzyzzyxx (set 2)";1982;"zzyzzyxx";"zzyzzyxx";"raster";"vertical";224;256;60;2;"vjoy2way";1;"good";"good";"good"
"sbagmans";"Super Bagman (Stern)";1984;"sbagman";"sbagman";"raster";"vertical";224;256;60;2;"joy8way";2;"good";"good";"good"
"starforca";"Star Force (encrypted, set 2)";1984;"starforc";"starforc";"raster";"vertical";224;256;60;2;"joy8way";1;"good";"good";"good"
"hustler";"Video Hustler";1981;;;"raster";"vertical";224;256;60.606061;2;"joy8way";1;"good";"good";"good"
"supmodel";"Super Model";1994;;;"raster";"vertical";224;256;60;2;"joy8way";1;"good";"good";"good"
"sbasketb";"Super Basketball (version I, encrypted)";1984;;;"raster";"vertical";224;256;60;2;"joy8way";3;"good";"good";"good"
"sbdk";"Super Bike (DK conversion)";1984;"superbik";"superbik";"raster";"vertical";224;256;60.606061;1;"joy8way";2;"good";"good";"good"
"starforc";"Star Force";1984;;;"raster";"vertical";224;256;60;2;"joy8way";1;"good";"good";"good"
"starforcb";"Star Force (encrypted, bootleg)";1984;"starforc";"starforc";"raster";"vertical";224;256;60;2;"joy8way";1;"good";"good";"good"
"strvmstr";"Super Trivia Master";1986;;;"raster";"vertical";224;256;60;2;;4;"preliminary";"preliminary";"good"
"1942w";"1942 (Williams Electronics license)";1985;1942;1942;"raster";"vertical";224;256;60;2;"joy8way";2;"good";"good";"good"
"striv";"Super Triv";1985;;;"raster";"vertical";224;256;60;2;;4;"imperfect";"good";"imperfect"
"sbasketh";"Super Basketball (version H, unprotected)";1984;"sbasketb";"sbasketb";"raster";"vertical";224;256;60;2;"joy8way";3;"good";"good";"good"
"aponow";"Apocaljpse Now";1982;"rescue";"rescue";"raster";"vertical";224;256;60.606061;1;"doublejoy8way";1;"good";"good";"good"
"stinger";"Stinger";1983;;;"raster";"vertical";224;256;60;2;"joy8way";2;"imperfect";"good";"imperfect"
"sbrkout";"Super Breakout (rev 04)";1978;;;"raster";"vertical";224;256;60.114504;1;"paddle";1;"good";"good";"good"
5;"005";1981;;;"raster";"vertical";224;256;59.998138;2;"joy4way";1;"imperfect";"good";"imperfect"
"bowl3d";"3-D Bowling";1978;;;"raster";"vertical";224;256;60;2;"joy2way";2;"preliminary";"good";"preliminary"
"yamato";"Yamato (US)";1983;;;"raster";"vertical";224;256;60;2;"joy8way";2;"imperfect";"good";"good"
"yamato2";"Yamato (World?)";1983;"yamato";"yamato";"raster";"vertical";224;256;60;2;"joy8way";2;"imperfect";"good";"good"
1942;"1942 (Revision B)";1984;;;"raster";"vertical";224;256;60;2;"joy8way";2;"good";"good";"good"
"carnivalc";"Carnival (cocktail)";1980;"carnival";"carnival";"raster";"vertical";224;256;60;2;"joy2way";1;"imperfect";"good";"imperfect"
"venus";"Venus";1983;"gyruss";"gyruss";"raster";"vertical";224;256;60;2;"joy8way";1;"good";"good";"good"
"arkanoidj";"Arkanoid (Japan)";1986;"arkanoid";"arkanoid";"raster";"vertical";224;256;60;2;"dial";1;"good";"good";"good"
